,name,catagory,symbol,linkQuate,BS_standalone_link,EQUITY SHARE CAPITAL,TOTAL SHARE CAPITAL,RESERVES AND SURPLUS,TOTAL RESERVES AND SURPLUS,TOTAL SHAREHOLDERS FUNDS,LONG TERM BORROWINGS,DEFERRED TAX LIABILITIES [NET],OTHER LONG TERM LIABILITIES,LONG TERM PROVISIONS,TOTAL NON-CURRENT LIABILITIES,SHORT TERM BORROWINGS,TRADE PAYABLES,OTHER CURRENT LIABILITIES,SHORT TERM PROVISIONS,TOTAL CURRENT LIABILITIES,TOTAL CAPITAL AND LIABILITIES,TANGIBLE ASSETS,INTANGIBLE ASSETS,CAPITAL WORK-IN-PROGRESS,OTHER ASSETS,FIXED ASSETS,NON-CURRENT INVESTMENTS,DEFERRED TAX ASSETS [NET],LONG TERM LOANS AND ADVANCES,OTHER NON-CURRENT ASSETS,TOTAL NON-CURRENT ASSETS,CURRENT INVESTMENTS,INVENTORIES,TRADE RECEIVABLES,CASH AND CASH EQUIVALENTS,SHORT TERM LOANS AND ADVANCES,OTHERCURRENTASSETS,TOTAL CURRENT ASSETS,TOTAL ASSETS,CONTINGENT LIABILITIES,RAW MATERIALS,"STORES, SPARES AND LOOSE TOOLS",TRADE/OTHER GOODS,CAPITAL GOODS,EXPENDITURE IN FOREIGN CURRENCY,DIVIDEND REMITTANCE IN FOREIGN CURRENCY,FOB VALUE OF GOODS,OTHER EARNINGS,BONUS EQUITY SHARE CAPITAL,NON-CURRENT INVESTMENTS QUOTED MARKET VALUE,NON-CURRENT INVESTMENTS UNQUOTED BOOK VALUE,CURRENT INVESTMENTS QUOTED MARKET VALUE,CURRENT INVESTMENTS UNQUOTED BOOK VALUE
2,Agro Phos India,diversified,AGROPHOSINDIA,API,http://www.moneycontrol.com/financials/agrophosindia/balance-sheetVI/API#API,20.27,20.27,18.15,18.15,38.42,0.23,2.13,0.07,0.5,2.93,17.14,20.55,4.7,0.02,42.41,83.76,13.42,0.0,0.0,0.0,13.42,0.0,0.0,0.26,0.14,13.82,0.0,26.9,21.25,0.97,1.73,19.09,69.94,83.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AKG Exim,diversified,AKGEXIM,AE20,http://www.moneycontrol.com/financials/akgexim/balance-sheetVI/AE20#AE20,6.62,6.62,11.98,11.98,18.6,0.7,0.22,0.0,0.0,0.92,28.65,10.97,-1.61,0.16,38.16,57.68,8.6,0.0,0.0,0.0,8.6,0.0,0.0,0.16,0.38,9.14,0.0,10.89,31.11,2.79,3.61,0.13,48.54,57.68,0.0,0.0,0.0,0.0,0.0,45.15,0.0,0.0,34.07,2.42,0.0,0.0,0.0,0.0
4,Aster DM Health,diversified,ASTERDMHEALTH,ADH,http://www.moneycontrol.com/financials/asterdmhealthcareltd/balance-sheetVI/ADH#ADH,499.52,499.52,2045.94,2045.94,2556.22,42.71,16.35,295.31,5.44,359.81,97.5,48.65,114.96,1.48,262.59,3553.0,1012.58,3.25,20.15,0.0,1035.98,2150.42,0.74,119.86,72.91,3379.91,0.0,23.75,44.78,33.39,11.11,60.06,173.09,3553.0,248.0,0.0,0.0,0.0,0.0,54.29,0.0,0.0,126.86,249.91,0.0,2150.42,0.0,0.0
5,Balmer Lawrie,diversified,BALMERLAWRIE,BLC,http://www.moneycontrol.com/financials/balmerlawrieandcompany/balance-sheetVI/BLC#BLC,171.0,171.0,1148.66,1148.66,1319.67,8.54,10.59,13.57,43.22,75.92,1.53,217.85,251.85,16.65,487.88,1883.47,562.61,2.75,23.57,1.09,590.09,129.5,0.0,2.18,12.01,733.78,0.0,145.06,272.96,451.45,12.44,267.78,1149.69,1883.47,155.98,12.44,0.0,0.0,6.3,105.72,0.0,15.32,52.09,161.49,0.0,129.5,0.0,0.0
6,Century,diversified,CENTURY,CTI,http://www.moneycontrol.com/financials/centurytextilesandindustries/balance-sheetVI/CTI#CTI,111.69,111.69,3465.32,3465.32,3577.01,527.42,0.0,718.37,0.0,1245.79,15.62,440.15,1083.63,180.59,1719.99,6542.79,3381.63,8.2,137.47,897.43,4461.13,274.24,64.56,7.17,243.85,5050.95,0.0,882.97,182.52,105.71,181.17,139.47,1491.84,6542.79,437.49,0.0,0.0,0.0,0.0,466.18,0.0,0.0,346.84,87.89,0.0,202.69,0.0,0.0
7,DCM Shriram,diversified,DCMSHRIRAM,DCM02,http://www.moneycontrol.com/financials/dcmshriram/balance-sheetVI/DCM02#DCM02,31.35,31.35,4073.99,4073.99,4105.34,974.66,0.0,114.97,240.96,1330.59,1069.82,910.22,675.57,51.23,2706.84,8142.77,3357.76,18.36,51.51,6.44,3442.13,74.79,60.13,124.01,68.94,3770.0,0.0,2143.68,1069.47,541.45,32.07,586.1,4372.77,8142.77,305.65,0.0,0.0,0.0,0.0,381.01,0.0,0.0,95.42,15.59,0.0,74.79,0.0,0.0
8,Debock Sales,diversified,DEBOCKSALES,DSM03,http://www.moneycontrol.com/financials/debocksalesandmarketing/balance-sheetVI/DSM03#DSM03,8.22,8.22,14.33,14.33,22.55,4.26,0.73,0.0,0.0,4.99,7.94,10.11,0.65,0.44,19.14,46.67,7.6,0.0,2.53,0.0,10.13,3.75,0.0,0.18,0.0,14.06,0.0,8.14,23.93,0.15,0.39,0.0,32.61,46.67,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,General Insuran,diversified,GENERALINSURAN,GIC12,http://www.moneycontrol.com/financials/generalinsurancecorporationofindia/balance-sheetVI/GIC12#GIC12,877.2,877.2,21045.76,21045.76,21922.96,0.0,0.0,14896.42,0.0,14896.42,0.0,0.0,61912.71,17464.11,79376.82,116196.2,180.81,0.0,0.0,0.0,180.81,0.0,20.79,234.74,0.0,436.34,68525.82,0.0,0.0,15853.78,31380.26,0.0,115759.86,116196.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Gillanders Arbu,diversified,GILLANDERSARBU,GAC03,http://www.moneycontrol.com/financials/gillandersarbuthnotco/balance-sheetVI/GAC03#GAC03,21.34,21.34,226.58,226.58,247.93,95.96,0.0,11.62,1.87,109.45,160.38,120.35,63.35,27.48,371.56,728.94,327.07,0.41,6.89,0.0,334.37,20.56,0.0,1.41,13.76,370.09,4.0,142.04,76.45,24.49,1.45,110.42,358.84,728.94,123.0,0.0,0.0,0.0,0.0,18.74,0.0,106.63,0.0,11.03,0.0,12.65,0.0,4.0
11,Grasim,diversified,GRASIM,GI01,http://www.moneycontrol.com/financials/grasimindustries/balance-sheetVI/GI01#GI01,131.56,131.56,37489.81,37489.81,37674.03,2714.18,1402.5,167.01,29.55,4313.24,2186.42,2664.78,2134.23,521.86,7507.29,49494.57,10989.52,1093.7,2791.92,0.0,14875.14,25905.75,0.0,218.83,248.66,41248.38,1770.4,2626.2,2905.32,78.92,125.35,740.0,8246.19,49494.57,9512.62,0.0,0.0,0.0,0.0,2593.44,0.0,0.0,6390.6,29.53,4075.75,526.14,731.32,1039.08
12,Hindustan Aeron,diversified,HINDUSTANAERON,HAL,http://www.moneycontrol.com/financials/hindustanaeronauticsltd./balance-sheetVI/HAL#HAL,334.39,334.39,12855.54,12855.54,13189.93,0.0,0.0,7475.81,1514.39,8990.2,5775.18,4089.23,16355.23,4800.25,31019.89,53200.02,6344.59,1006.86,857.42,0.03,9391.59,940.15,470.11,47.96,954.79,11804.6,0.0,19453.92,11583.39,297.91,19.28,10040.92,41395.42,53200.02,8759.44,3295.33,198.37,198.37,130.3,30.83,0.0,161.93,49.92,250.79,0.0,823.01,0.0,0.0
13,Husys Consultin,diversified,HUSYSCONSULTIN,HC04,http://www.moneycontrol.com/financials/husysconsulting/balance-sheetVI/HC04#HC04,2.28,2.28,6.83,6.83,9.11,0.0,-0.02,0.0,0.0,-0.02,0.0,0.08,0.86,1.03,1.97,11.06,0.3,0.24,4.88,0.0,5.42,2.38,0.0,0.0,0.0,7.8,0.0,0.0,1.8,0.33,1.12,0.0,3.25,11.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,28.02,0.0,0.63,0.0,2.38,0.0,0.0
14,ICICI Lombard ,diversified,ICICILOMBARD,ILG,http://www.moneycontrol.com/financials/icicilombardgeneralinsurancecompany/balance-sheetVI/ILG#ILG,454.47,454.47,5250.94,5250.94,5705.4,485.0,0.0,0.0,0.0,485.0,0.0,0.0,24979.8,5871.67,30851.47,37042.09,664.23,0.0,12.36,0.0,676.58,26326.73,306.31,0.0,0.0,27309.61,0.0,0.0,0.0,32.64,9699.84,0.0,9732.47,37042.09,604.63,0.0,0.0,0.0,0.0,359.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0
15,IEX,diversified,IEX,IEE,http://www.moneycontrol.com/financials/indianenergyexchange/balance-sheetVI/IEE#IEE,29.83,29.83,359.4,359.4,390.15,0.0,24.42,13.79,5.71,43.91,0.0,75.55,158.41,0.09,234.05,668.11,21.78,97.18,0.03,0.0,119.95,206.75,0.0,0.46,2.63,329.78,306.78,0.0,0.19,27.26,2.07,2.03,338.33,668.11,2.27,0.0,0.0,0.0,0.0,0.86,1.82,0.0,0.0,0.0,197.18,10.0,5.79,300.99
16,Jash Engineerin,diversified,JASHENGINEERIN,JE04,http://www.moneycontrol.com/financials/jashengineering/balance-sheetVI/JE04#JE04,11.84,11.84,137.09,137.09,148.93,15.58,2.18,0.01,3.68,21.45,56.07,35.73,30.06,0.1,121.97,292.35,71.84,0.0,0.0,0.0,71.84,37.2,0.02,5.12,0.97,115.16,0.0,49.8,114.61,10.11,0.08,2.58,177.18,292.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Kesoram,diversified,KESORAM,KI08,http://www.moneycontrol.com/financials/kesoramindustries/balance-sheetVI/KI08#KI08,142.59,142.59,-115.23,-115.23,27.36,1337.46,0.0,86.46,21.34,1445.26,515.54,584.47,413.62,45.24,1558.87,3031.49,1645.28,13.57,24.68,0.0,1683.53,499.55,0.0,445.91,19.86,2648.85,0.0,115.18,169.78,9.72,4.03,83.93,382.64,3031.49,454.43,0.0,0.0,0.0,0.0,10.72,0.0,0.0,0.0,6.34,19.74,49.76,0.0,0.0
18,Kokuyo Camlin,diversified,KOKUYOCAMLIN,C02,http://www.moneycontrol.com/financials/kokuyocamlin/balance-sheetVI/C02#C02,10.03,10.03,239.17,239.17,249.2,21.69,3.49,0.48,6.13,31.79,96.6,70.84,31.29,1.48,200.2,481.2,177.48,0.82,0.0,0.03,178.33,5.48,0.0,2.35,7.23,193.39,0.0,183.63,75.51,5.4,0.15,23.13,287.81,481.2,12.26,0.0,0.0,0.0,0.0,38.01,0.0,19.02,0.0,3.63,3.12,0.27,0.0,0.0
19,Madhya Bharat A,diversified,MADHYABHARATA,MBA,http://www.moneycontrol.com/financials/madhyabharatagroproducts/balance-sheetVI/MBA#MBA,21.91,21.91,108.45,108.45,130.36,29.32,1.86,0.0,0.0,31.18,7.85,5.77,13.55,0.38,27.55,189.09,113.88,0.0,0.0,0.0,113.88,0.0,0.0,0.66,2.42,116.96,0.0,32.98,27.77,0.95,0.01,10.41,72.13,189.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Mahindra Logist,diversified,MAHINDRALOGIST,ML04,http://www.moneycontrol.com/financials/mahindralogistics/balance-sheetVI/ML04#ML04,71.54,71.54,473.77,473.77,545.31,0.0,0.0,119.45,14.55,134.0,0.0,570.63,76.5,3.51,650.64,1329.95,229.39,0.98,15.04,0.0,245.41,21.41,18.34,0.0,140.49,425.65,0.0,0.0,462.32,99.28,15.0,327.7,904.3,1329.95,16.03,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,21.41,0.0,0.0
21,Marvel Decor Lt,diversified,MARVELDECORLT,MDL,http://www.moneycontrol.com/financials/marveldecorltd/balance-sheetVI/MDL#MDL,17.04,17.04,28.94,28.94,45.98,1.62,0.87,0.0,0.0,2.49,9.6,5.82,2.29,0.05,17.76,66.24,12.34,0.0,0.0,0.0,12.34,7.92,0.0,0.15,1.29,21.71,0.0,28.11,12.14,0.17,3.99,0.11,44.53,66.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Mohini Health &,diversified,MOHINIHEALTH,MHH,http://www.moneycontrol.com/financials/mohinihealthhygiene/balance-sheetVI/MHH#MHH,18.24,18.24,47.98,47.98,66.21,19.38,3.53,0.0,0.0,22.91,24.86,3.71,14.26,1.47,44.3,133.43,63.13,0.0,0.44,0.0,63.58,0.11,0.0,0.0,1.66,65.35,0.0,18.35,28.44,0.72,0.0,20.56,68.08,133.43,0.0,0.0,0.34,0.34,0.0,0.47,0.0,0.0,108.26,8.89,0.0,0.11,0.0,0.0
23,Nava Bharat Ven,diversified,NAVABHARATVEN,NBV,http://www.moneycontrol.com/financials/navabharatventures/balance-sheetVI/NBV#NBV,35.26,35.26,2918.09,2918.09,2953.34,139.48,0.0,0.11,16.9,156.49,88.01,50.95,129.81,8.66,277.43,3387.26,699.48,3.23,8.36,2.37,713.44,1763.58,39.07,127.84,30.93,2674.86,0.0,324.76,193.67,40.1,26.55,127.32,712.4,3387.26,404.11,0.0,177.27,177.27,0.0,5.32,0.0,239.31,93.34,20.02,0.0,1758.57,0.0,0.0
24,NESCO,diversified,NESCO,NES,http://www.moneycontrol.com/financials/nesco/balance-sheetVI/NES#NES,14.09,14.09,1340.61,1340.61,1354.7,0.0,25.96,121.56,3.81,151.33,0.0,14.6,85.77,0.52,100.89,1606.92,90.87,2.67,1.3,682.74,777.82,632.41,0.0,4.32,84.39,1498.94,40.09,8.56,16.03,10.2,0.0,33.1,107.98,1606.92,36.42,0.0,0.0,0.0,0.0,3.28,0.0,0.0,3.49,11.38,0.0,632.32,0.0,40.09
25,Prakash Ind,diversified,PRAKASHIND,PI18,http://www.moneycontrol.com/financials/prakashindustries/balance-sheetVI/PI18#PI18,171.26,171.26,2732.93,2732.93,2904.19,370.76,0.0,0.0,46.91,417.67,134.3,144.05,247.72,22.57,548.64,3870.5,2903.02,109.51,170.7,0.0,3183.23,0.0,4.93,0.0,126.74,3314.9,0.0,136.91,194.84,59.02,4.67,160.16,555.6,3870.5,395.51,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0
26,R M Drip & Spri,diversified,RMDRIPSPRI,DSS04,http://www.moneycontrol.com/financials/rmdripsprinklerssystems/balance-sheetVI/DSS04#DSS04,6.69,6.69,4.05,4.05,10.74,3.81,0.09,0.86,0.24,5.0,3.69,3.79,3.23,0.48,11.2,26.94,7.29,0.0,0.18,0.0,7.47,0.06,0.0,0.19,0.0,7.72,0.0,3.6,12.66,0.56,1.25,1.16,19.22,26.94,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.06,0.0,0.0
27,RITES,diversified,RITES,R02,http://www.moneycontrol.com/financials/rites/balance-sheetVI/R02#R02,250.0,250.0,2326.62,2326.62,2576.62,0.0,0.0,238.89,22.94,261.83,0.0,133.88,2657.81,85.19,2876.88,5715.33,407.76,4.19,4.45,0.0,416.4,179.87,37.09,16.21,104.88,754.45,111.66,10.67,821.66,3618.36,18.1,380.43,4960.88,5715.33,228.06,0.0,0.0,0.0,0.0,53.17,0.0,633.54,0.0,210.0,129.8,171.53,0.0,0.0
28,RKEC Projects,diversified,RKECPROJECTS,RP26,http://www.moneycontrol.com/financials/rkecprojects/balance-sheetVI/RP26#RP26,23.99,23.99,71.98,71.98,95.98,1.51,0.0,0.0,0.62,2.13,46.64,75.07,12.35,2.44,136.5,234.61,19.55,0.02,9.97,0.0,29.54,0.13,0.98,0.0,0.0,30.65,0.0,44.52,82.15,33.05,42.12,2.11,203.95,234.61,199.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,0.0,0.0,0.0,0.0
29,SBI Life Insura,diversified,SBILIFEINSURA,SLI03,http://www.moneycontrol.com/financials/sbilifeinsurancecompany/balance-sheetVI/SLI03#SLI03,1000.03,1000.03,7743.06,7743.06,8743.08,0.0,0.0,80374.58,73440.22,153814.81,0.0,0.0,2783.79,238.51,3022.3,165580.19,567.99,0.0,13.19,0.0,581.18,158813.21,0.0,364.48,0.0,159758.88,0.0,0.0,0.0,1423.23,4398.08,0.0,5821.31,165580.19,1487.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,SecUR Credentia,diversified,SECURCREDENTIA,SC10,http://www.moneycontrol.com/financials/securcredentials/balance-sheetVI/SC10#SC10,4.89,4.89,39.3,39.3,44.19,11.89,1.14,0.05,0.0,13.07,15.05,1.91,11.32,3.3,31.57,88.84,19.01,14.66,0.06,0.0,33.73,0.0,0.0,7.11,0.7,41.54,0.0,0.0,23.37,7.88,11.07,4.97,47.3,88.84,0.41,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3.68,3.11,0.0,0.0,0.0,0.0
31,Share India Sec,diversified,SHAREINDIASEC,SIS09,http://www.moneycontrol.com/financials/shareindiasecurities/balance-sheetVI/SIS09#SIS09,31.91,31.91,152.22,152.22,184.13,0.11,0.0,0.0,1.02,1.13,84.94,83.39,30.88,11.06,210.27,395.53,32.91,0.15,0.0,0.0,33.06,25.84,6.55,0.0,36.32,101.77,28.83,16.28,5.82,188.19,0.23,54.41,293.75,395.53,150.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.56,0.0,0.0,25.84,0.0,22.21
32,Shree Ram Proti,diversified,SHREERAMPROTI,SRP07,http://www.moneycontrol.com/financials/shreeramprotienslimited/balance-sheetVI/SRP07#SRP07,21.42,21.42,21.48,21.48,42.9,10.36,0.57,0.0,0.03,10.95,31.28,10.57,0.57,0.53,42.96,96.81,9.56,0.0,0.0,0.0,9.56,0.0,0.0,0.32,0.01,9.9,0.0,47.15,37.2,0.69,1.86,0.01,86.92,96.81,0.0,0.0,0.0,0.0,0.24,1.11,0.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0
33,Shree Tirupati ,diversified,SHREETIRUPATI,STB,http://www.moneycontrol.com/financials/shreetirupatibalajeefibc/balance-sheetVI/STB#STB,10.13,10.13,29.23,29.23,39.36,3.87,0.6,0.0,0.52,4.99,21.41,6.75,2.77,0.35,31.28,75.63,12.59,0.0,0.0,0.0,13.46,0.0,0.0,6.72,0.23,20.41,0.0,21.5,13.01,1.24,19.47,0.0,55.22,75.63,0.06,0.67,0.0,0.0,0.0,0.45,0.0,112.02,0.0,6.81,0.0,0.0,0.0,0.0
34,Sintex Ind,diversified,SINTEXIND,SI27,http://www.moneycontrol.com/financials/sintexindustries/balance-sheetVI/SI27#SI27,59.41,59.41,3070.11,3070.11,3129.52,0.0,0.0,0.0,5.44,5.44,1487.71,172.66,5757.33,5.27,7422.97,10557.93,8011.06,2.41,1065.12,0.0,9078.59,40.08,0.0,3.54,430.91,9553.12,0.0,119.09,163.63,11.38,62.08,648.63,1004.81,10557.93,629.9,0.0,0.0,0.0,0.0,138.25,0.0,0.6,0.0,6.43,0.02,40.06,0.0,0.0
35,South West Pinn,diversified,SOUTHWESTPINN,SWP,http://www.moneycontrol.com/financials/southwestpinnacleexploration/balance-sheetVI/SWP#SWP,27.9,27.9,59.14,59.14,87.04,10.85,3.94,2.24,0.26,17.3,25.17,21.29,16.07,0.96,63.5,167.83,62.45,0.0,0.0,0.0,62.45,3.16,0.0,0.0,2.23,67.84,0.0,30.3,55.55,4.25,3.81,6.09,99.99,167.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,SRF,diversified,SRF,SRF,http://www.moneycontrol.com/financials/srf/balance-sheetVI/SRF#SRF,58.5,58.5,4625.75,4625.75,4684.25,1117.43,124.42,96.85,33.28,1371.98,804.8,957.44,995.47,5.64,2763.35,8819.58,5531.22,117.08,345.88,0.0,5994.18,87.76,0.0,43.89,78.85,6204.68,198.5,1110.32,768.71,107.29,8.41,421.67,2614.9,8819.58,237.41,0.0,0.0,0.0,0.0,1808.14,0.0,0.0,2645.08,1.94,0.0,87.76,0.0,198.5
37,Tirupati Forge,diversified,TIRUPATIFORGE,TF09,http://www.moneycontrol.com/financials/tirupatiforge/balance-sheetVI/TF09#TF09,10.32,10.32,7.54,7.54,18.51,2.27,0.13,0.0,0.0,2.4,1.07,2.35,0.84,0.21,4.47,25.38,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.36,0.0,13.36,0.0,5.69,3.09,1.99,1.16,0.09,12.02,25.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Voltas,diversified,VOLTAS,V,http://www.moneycontrol.com/financials/voltas/balance-sheetVI/V#V,33.08,33.08,3922.73,3922.73,3955.81,5.41,0.0,0.74,79.75,85.9,82.99,2735.45,527.19,130.24,3475.87,7517.58,226.83,9.17,24.81,45.34,306.15,2138.21,25.76,0.22,240.79,2711.13,520.39,1370.06,1429.25,199.79,1.05,1285.91,4806.45,7517.58,1039.08,0.0,1403.35,1403.35,0.0,1.41,0.0,177.56,0.0,9.77,389.59,1839.73,10.74,509.65
0,Bajaj Electric,domesticappliances,BAJAJELECTRIC,BE,http://www.moneycontrol.com/financials/bajajelectricals/balance-sheetVI/BE#BE,22.75,22.75,1343.9,1343.9,1379.26,79.91,0.0,146.17,22.38,248.47,657.57,900.3,1285.59,87.35,2930.81,4558.54,401.35,2.85,9.37,0.0,415.14,52.86,45.31,41.87,715.19,1270.36,0.0,690.77,2048.99,104.68,0.03,443.71,3288.18,4558.54,361.83,0.0,0.0,0.0,0.0,339.29,0.0,0.0,114.42,11.04,0.0,12.86,0.0,0.0
1,Butterfly,domesticappliances,BUTTERFLY,GA,http://www.moneycontrol.com/financials/butterflygandhimathiappliances/balance-sheetVI/GA#GA,17.88,17.88,174.0,174.8,192.68,32.3,0.0,3.39,0.0,35.7,126.87,107.5,20.8,8.56,263.72,492.1,133.3,35.64,2.31,0.0,171.92,0.18,2.25,0.0,5.06,179.41,0.0,170.12,116.94,4.49,0.0,21.15,312.69,492.1,23.45,0.0,0.0,0.0,0.0,75.48,0.0,0.0,14.81,0.87,0.18,0.0,0.0,0.0
2,Sujana Uni,domesticappliances,SUJANAUNI,SUI,http://www.moneycontrol.com/financials/sujanauniversalindustries/balance-sheetVI/SUI#SUI,168.84,168.84,-859.61,-859.61,-690.77,0.0,0.0,0.0,1.78,1.78,1162.41,107.83,119.1,0.0,1389.35,700.37,72.3,0.0,0.0,0.0,72.3,67.67,0.0,0.0,2.12,142.09,0.0,0.0,506.88,1.2,0.0,50.21,558.28,700.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,TTK Prestige,domesticappliances,TTKPRESTIGE,TTK02,http://www.moneycontrol.com/financials/ttkprestige/balance-sheetVI/TTK02#TTK02,13.86,13.86,1284.53,1286.68,1300.54,0.0,32.28,9.67,4.45,46.4,0.0,186.76,156.84,18.59,362.19,1709.13,425.82,2.09,5.73,0.0,433.64,173.58,0.0,0.0,23.6,630.82,330.95,403.98,255.96,39.59,0.0,47.83,1078.31,1709.13,170.01,201.38,0.0,0.0,5.21,3.25,0.0,41.89,0.0,10.17,0.05,173.53,0.0,330.95
0,Eveready Ind,drycells,EVEREADYIND,EII02,http://www.moneycontrol.com/financials/evereadyindustriesindia/balance-sheetVI/EII02#EII02,36.34,36.34,520.78,520.78,557.13,148.47,5.44,24.05,5.84,183.8,125.41,184.82,193.97,16.82,521.02,1261.95,320.55,7.96,2.82,0.0,331.47,10.16,0.0,0.89,99.96,442.48,0.0,210.38,50.38,10.07,423.35,125.3,819.47,1261.95,359.23,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.13,24.22,0.0,10.16,0.0,0.0
1,Indo-National,drycells,INDONATIONAL,NBC,http://www.moneycontrol.com/financials/indo-national/balance-sheetVI/NBC#NBC,3.75,3.75,195.49,195.49,199.24,0.0,19.13,0.0,5.08,24.21,31.17,33.46,8.04,3.99,76.66,300.12,73.48,0.24,0.04,0.0,73.75,46.52,0.0,0.0,15.3,135.57,0.0,52.67,61.97,21.14,1.46,27.31,164.55,300.12,67.13,0.0,0.0,0.0,0.0,27.76,0.0,0.0,0.0,2.81,0.0,46.52,0.0,0.0
0,AksharChem,dyespigments,AKSHARCHEM,AI29,http://www.moneycontrol.com/financials/aksharchem(india)/balance-sheetVI/AI29#AI29,8.2,8.2,257.11,257.11,265.31,0.0,13.19,0.0,0.5,13.69,12.76,25.27,5.52,0.38,43.93,322.93,128.28,0.02,61.72,0.0,190.36,1.09,0.0,0.18,11.29,202.91,0.0,42.26,29.75,1.61,0.31,46.09,120.02,322.93,13.4,0.0,0.0,0.0,0.0,5.57,0.0,0.0,206.05,0.48,0.33,1.0,0.0,0.0
1,Asahi Songwon,dyespigments,ASAHISONGWON,ASC01,http://www.moneycontrol.com/financials/asahisongwoncolors/balance-sheetVI/ASC01#ASC01,12.27,12.27,189.31,189.31,201.58,12.52,10.8,0.0,2.27,25.59,3.78,23.97,21.17,0.21,49.13,276.3,129.07,0.0,2.04,0.0,131.12,27.3,0.0,0.25,2.92,161.59,0.0,29.21,54.99,1.92,0.05,28.54,114.71,276.3,9.59,0.0,0.0,0.0,0.0,39.99,0.0,178.71,0.0,3.84,12.23,15.08,0.0,0.0
2,Bhageria Indu,dyespigments,BHAGERIAINDU,BD02,http://www.moneycontrol.com/financials/bhageriaindustries/balance-sheetVI/BD02#BD02,21.82,21.82,380.35,380.35,402.17,0.0,43.07,0.0,1.7,44.77,20.68,51.51,7.04,0.12,79.36,526.3,329.35,0.0,17.97,2.12,349.44,0.44,0.0,0.0,5.68,355.56,0.0,38.03,78.14,41.16,0.0,13.4,170.73,526.3,1.64,0.0,0.0,0.0,0.0,52.55,0.0,0.0,103.58,10.91,0.0,0.43,0.0,0.0
3,Bodal Chemicals,dyespigments,BODALCHEMICALS,BC15,http://www.moneycontrol.com/financials/bodalchemicals/balance-sheetVI/BC15#BC15,24.47,24.47,891.48,891.48,960.18,0.0,37.33,0.0,0.0,37.33,161.23,194.88,102.11,0.0,458.21,1455.72,561.63,0.83,0.38,0.0,562.84,56.91,0.0,188.41,28.55,836.7,0.0,185.51,294.17,14.95,4.52,119.88,619.02,1455.72,23.85,110.66,0.0,0.0,0.0,12.88,0.0,465.72,0.0,0.3,0.0,53.85,0.0,0.0
4,Chromatic India,dyespigments,CHROMATICINDIA,CI31,http://www.moneycontrol.com/financials/chromaticindia/balance-sheetVI/CI31#CI31,71.05,71.05,272.82,272.82,343.87,0.0,32.41,0.0,0.0,32.41,3.69,17.24,0.66,0.0,21.59,397.86,108.8,0.0,0.0,0.0,108.8,0.13,0.0,0.0,269.1,378.03,0.0,2.11,12.65,2.12,0.0,2.94,19.83,397.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Clariant Chem,dyespigments,CLARIANTCHEM,CCI08,http://www.moneycontrol.com/financials/clariantchemicalsindia/balance-sheetVI/CCI08#CCI08,23.08,23.08,628.33,628.33,651.41,0.0,5.25,23.92,10.7,39.87,0.0,135.37,107.84,8.98,252.18,943.46,218.28,8.94,3.32,0.0,230.54,0.0,0.0,8.01,72.52,311.07,81.29,125.71,147.92,32.0,0.11,245.36,632.39,943.46,42.49,0.0,0.0,0.0,0.0,208.08,0.0,0.0,284.56,5.79,0.0,0.0,0.0,81.29
